ida_ea	name	gate	result	session	date	source_ref	detail
0x006C07D0	?nglCycleOverExposure@@YAXPAUBP_OVEREXPOSURE@@H@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C07D0;src/game/render/tr_gl.cpp:272	IDA release decompiles the entry point as an empty body; source preserves the overexposure ABI and no-op behavior.
0x006C07D0	?nglCycleOverExposure@@YAXPAUBP_OVEREXPOSURE@@H@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C07D0	Release and source both contain no state-changing instructions.
0x006C0840	?R_Fog@@YAXPAUglfog_t@@@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C0840;src/game/render/tr_fog.cpp:65	IDA release decompiles the entry point as an empty body; source preserves the fog pointer ABI and no-op behavior.
0x006C0840	?R_Fog@@YAXPAUglfog_t@@@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C0840	Release and source both contain no state-changing instructions.
0x006C21F0	?R_ApplyGammaCorrection@@YAX_NH@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C21F0;src/game/render/tr_fx.cpp:95	IDA release decompiles the entry point as an empty body; source preserves the bool/controller ABI and no-op behavior.
0x006C21F0	?R_ApplyGammaCorrection@@YAX_NH@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C21F0	Release and source both contain no state-changing instructions.
0x006C2370	?EndOfRenderCallback@@YAXPAX@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C2370;src/game/render/tr_scene.cpp:302	IDA release decompiles the entry point as an empty body; source preserves the callback pointer ABI and no-op behavior.
0x006C2370	?EndOfRenderCallback@@YAXPAX@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C2370	Release and source both contain no state-changing instructions.
0x006C29D0	?RE_AddPolyToScene@@YAXHHPBUpolyVert_t@@@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C29D0;src/game/render/tr_scene.cpp:465	IDA release decompiles the entry point as an empty body; source preserves the polygon ABI and no-op behavior.
0x006C29D0	?RE_AddPolyToScene@@YAXHHPBUpolyVert_t@@@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C29D0	Release and source both contain no state-changing instructions.
0x006C2DB0	?trap_R_AddLightToScene@@YAXQBMMMMM@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C2DB0;src/game/render/tr_ui.cpp:208	IDA release decompiles the entry point as an empty body; source preserves the light/float ABI and no-op behavior.
0x006C2DB0	?trap_R_AddLightToScene@@YAXQBMMMMM@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C2DB0	Release and source both contain no state-changing instructions.
0x006C2EA0	?apsAddPool@@YAXHH@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C2EA0;src/game/render/tr_scene.cpp:517	IDA release decompiles the entry point as an empty body; source preserves the pool integer ABI and no-op behavior.
0x006C2EA0	?apsAddPool@@YAXHH@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C2EA0	Release and source both contain no state-changing instructions.
0x006C3070	?apsInitLevelSpecificParticleMemory@@YAXPBD@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3070;src/game/render/tr_scene.cpp:589	IDA release decompiles the entry point as an empty body; source preserves the level-name ABI and no-op behavior.
0x006C3070	?apsInitLevelSpecificParticleMemory@@YAXPBD@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3070	Release and source both contain no state-changing instructions.
0x006C3080	?apsUpdate@@YAXM@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3080;src/game/render/tr_scene.cpp:597	IDA release decompiles the entry point as an empty body; source preserves the delta-time ABI and no-op behavior.
0x006C3080	?apsUpdate@@YAXM@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3080	Release and source both contain no state-changing instructions.
0x006C3200	?DebugDrawSolidSphere@ApsGameClient@@UAEXABVDir3@math@@MABVVector4@3@@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3200;src/game/render/tr_fx2.cpp:1414	IDA release decompiles the entry point as an empty body; source preserves the debug-draw ABI and no-op behavior.
0x006C3200	?DebugDrawSolidSphere@ApsGameClient@@UAEXABVDir3@math@@MABVVector4@3@@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3200	Release and source both contain no state-changing instructions.
0x006C3210	?DebugDrawLine@ApsGameClient@@UAEXABVDir3@math@@0ABVVector4@3@M@Z	V3	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3210;src/game/render/tr_fx2.cpp:1422	IDA release decompiles the entry point as an empty body; source preserves the debug-line ABI and no-op behavior.
0x006C3210	?DebugDrawLine@ApsGameClient@@UAEXABVDir3@math@@0ABVVector4@3@M@Z	V4	PASS	ida-nullsub-audit-20260827	2026-08-27	IDA:0x006C3210	Release and source both contain no state-changing instructions.
0x006CC380	?DObjGetBasePose@@YAXPAVDObj@@@Z	V3	PASS	ida-manual-2026-08-27	2026-08-27	src/game/physics/g_physics.cpp:1903	Implemented release DObj base-pose calculation and validation path.
0x006CC380	?DObjGetBasePose@@YAXPAVDObj@@@Z	V4	PASS	ida-manual-2026-08-27	2026-08-27	IDA:0x006CC380	Release null/object and skeleton assertions, numModels loop, modelParents 0xFF parent handling, matOffset output indexing, IVPointer model stride, and XModelGetBasePose calls match source.
0x006CE560	?GetBoneParent@DObj@@QAEHH@Z	V3	PASS	ida-manual-2026-08-27	2026-08-27	src/game/logic/g_entity_misc.cpp:2035	Walks model parts by cumulative bone count and returns cross-model parent or local hierarchy parent.
0x006CE560	?GetBoneParent@DObj@@QAEHH@Z	V4	PASS	ida-manual-2026-08-27	2026-08-27	IDA:0x006CE560	Release numModels guard, pak/lod scan, cumulative bone ranges, modelParents boundary handling, and hierarchy parent lookup/assert match source.
0x006EB850	?GetBoneParent@XModelParts@@QBEHI@Z	V3	PASS	ida-manual-2026-08-27	2026-08-27	src/game/render/tr_tiny.cpp:3749	Bounds-checks the hierarchy index and returns its mParentIndex.
0x006EB850	?GetBoneParent@XModelParts@@QBEHI@Z	V4	PASS	ida-manual-2026-08-27	2026-08-27	IDA:0x006EB850	Release hierarchy bounds assert metadata and mHierarchy[i].mParentIndex return match source.
